#,from,to,PM10,PM2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
1621,2023-02-17 21:00:00,2023-02-17 21:15:00,520.0,110.0,17.6,10.7,20.0,1.91,36.4,17.4,60.9,0.3
1622,2023-02-17 21:15:00,2023-02-17 21:30:00,520.0,110.0,15.2,5.7,15.3,1.89,34.8,18.1,66.5,0.3
1623,2023-02-17 21:30:00,2023-02-17 21:45:00,520.0,110.0,14.1,2.6,12.8,1.85,33.7,18.0,70.0,0.3
1624,2023-02-17 21:45:00,2023-02-17 22:00:00,520.0,106.0,13.5,0.9,11.5,1.88,33.4,17.9,68.5,0.2
1625,2023-02-17 22:00:00,2023-02-17 22:15:00,520.0,106.0,10.9,0.6,9.1,1.95,31.4,17.7,63.1,0.2
1626,2023-02-17 22:15:00,2023-02-17 22:30:00,520.0,106.0,10.1,0.7,8.5,1.97,30.2,17.5,63.8,0.2
1627,2023-02-17 22:30:00,2023-02-17 22:45:00,520.0,106.0,8.9,0.8,7.7,2.05,29.9,16.8,63.4,0.2
1628,2023-02-17 22:45:00,2023-02-17 23:00:00,208.0,111.0,8.1,0.2,6.7,2.1,26.9,16.5,59.3,0.2
1629,2023-02-17 23:00:00,2023-02-17 23:15:00,208.0,111.0,5.8,,4.2,2.16,24.9,17.8,52.0,0.3
1630,2023-02-17 23:15:00,2023-02-17 23:30:00,208.0,111.0,5.2,1.9,5.3,2.19,24.2,16.7,44.5,0.3
1631,2023-02-17 23:30:00,2023-02-17 23:45:00,208.0,111.0,6.7,4.6,7.9,2.15,23.3,15.9,43.1,0.3
1632,2023-02-17 23:45:00,2023-02-18 00:00:00,186.0,120.0,7.4,2.6,7.4,,,15.7,38.1,0.3
1633,2023-02-18 00:00:00,2023-02-18 00:15:00,186.0,120.0,9.0,1.9,8.3,0.98,23.9,15.5,38.7,0.3
1634,2023-02-18 00:15:00,2023-02-18 00:30:00,186.0,120.0,7.7,3.0,7.9,0.86,22.9,15.2,36.7,0.2
1635,2023-02-18 00:30:00,2023-02-18 00:45:00,186.0,120.0,9.2,2.8,9.0,0.79,21.1,15.4,32.9,0.2
1636,2023-02-18 00:45:00,2023-02-18 01:00:00,186.0,119.0,8.3,4.6,9.2,0.78,20.6,14.9,24.3,0.2
1637,2023-02-18 01:00:00,2023-02-18 01:15:00,186.0,119.0,8.6,3.0,8.6,0.78,19.5,15.6,23.2,0.2
1638,2023-02-18 01:15:00,2023-02-18 01:30:00,186.0,119.0,10.2,2.0,9.3,0.77,18.4,15.9,18.7,0.2
1639,2023-02-18 01:30:00,2023-02-18 01:45:00,186.0,119.0,9.8,3.2,9.6,0.81,19.8,15.4,14.8,0.2
1640,2023-02-18 01:45:00,2023-02-18 02:00:00,,118.0,9.5,5.3,10.6,0.85,20.4,15.2,10.9,0.2
1641,2023-02-18 02:00:00,2023-02-18 02:15:00,,118.0,9.5,7.4,11.6,0.87,19.2,15.2,14.2,0.2
1642,2023-02-18 02:15:00,2023-02-18 02:30:00,,118.0,10.0,8.3,12.6,1.05,19.8,15.7,8.9,0.2
1643,2023-02-18 02:30:00,2023-02-18 02:45:00,,118.0,11.1,9.1,13.8,1.27,19.9,15.5,1.3,0.2
1644,2023-02-18 02:45:00,2023-02-18 03:00:00,171.0,160.0,12.9,11.4,16.6,1.33,20.3,15.2,0.4,0.2
1645,2023-02-18 03:00:00,2023-02-18 03:15:00,171.0,160.0,13.8,13.9,18.6,1.25,20.4,15.3,,0.2
1646,2023-02-18 03:15:00,2023-02-18 03:30:00,171.0,160.0,16.2,15.9,21.7,1.2,18.6,15.2,,0.2
1647,2023-02-18 03:30:00,2023-02-18 03:45:00,171.0,160.0,18.9,17.9,24.9,1.17,18.1,15.2,,0.2
1648,2023-02-18 03:45:00,2023-02-18 04:00:00,356.0,151.0,22.1,19.5,28.3,1.16,19.8,15.2,,0.2
1649,2023-02-18 04:00:00,2023-02-18 04:15:00,356.0,151.0,25.9,21.9,32.7,1.17,20.0,15.5,,0.2
1650,2023-02-18 04:15:00,2023-02-18 04:30:00,356.0,151.0,28.9,23.9,36.2,1.12,19.7,15.4,,0.2
1651,2023-02-18 04:30:00,2023-02-18 04:45:00,356.0,151.0,30.6,23.8,37.5,1.23,18.9,16.0,,0.3
1652,2023-02-18 04:45:00,2023-02-18 05:00:00,287.0,153.0,30.4,24.6,37.8,1.12,18.3,15.9,2.1,0.3
1653,2023-02-18 05:00:00,2023-02-18 05:15:00,287.0,153.0,30.0,25.0,37.7,1.09,17.0,15.5,2.4,0.3
1654,2023-02-18 05:15:00,2023-02-18 05:30:00,287.0,153.0,27.8,26.1,36.5,1.05,17.7,15.1,1.5,0.3
1655,2023-02-18 05:30:00,2023-02-18 05:45:00,287.0,153.0,26.3,25.9,35.2,1.04,16.1,15.3,0.6,0.2
1656,2023-02-18 05:45:00,2023-02-18 06:00:00,266.0,132.0,25.7,25.2,34.2,1.04,16.3,15.6,0.5,0.3
1657,2023-02-18 06:00:00,2023-02-18 06:15:00,266.0,132.0,24.9,24.8,33.5,1.03,17.7,15.7,0.2,0.3
1658,2023-02-18 06:15:00,2023-02-18 06:30:00,266.0,132.0,23.5,24.8,32.2,1.08,18.1,15.7,,0.2
1659,2023-02-18 06:30:00,2023-02-18 06:45:00,266.0,132.0,22.2,25.6,31.6,1.03,17.0,15.6,1.5,0.2
1660,2023-02-18 06:45:00,2023-02-18 07:00:00,205.0,129.0,21.5,26.5,31.6,1.0,16.8,15.6,2.8,0.2
1661,2023-02-18 07:00:00,2023-02-18 07:15:00,205.0,129.0,21.7,27.9,32.5,1.06,16.1,15.7,1.1,0.2
1662,2023-02-18 07:15:00,2023-02-18 07:30:00,205.0,129.0,21.5,26.2,31.4,1.4,15.9,16.1,1.2,0.2
1663,2023-02-18 07:30:00,2023-02-18 07:45:00,205.0,129.0,22.1,26.0,31.8,1.59,15.5,16.1,0.1,0.2
1664,2023-02-18 07:45:00,2023-02-18 08:00:00,196.0,215.0,23.3,25.7,32.6,1.61,18.2,15.3,1.9,0.3
1665,2023-02-18 08:00:00,2023-02-18 08:15:00,196.0,215.0,23.9,26.1,33.4,1.66,21.8,14.7,3.1,0.3
1666,2023-02-18 08:15:00,2023-02-18 08:30:00,196.0,215.0,24.9,26.7,34.4,1.51,22.3,15.1,4.3,0.3
1667,2023-02-18 08:30:00,2023-02-18 08:45:00,196.0,215.0,24.2,28.0,34.6,1.39,23.3,15.8,9.2,0.3
1668,2023-02-18 08:45:00,2023-02-18 09:00:00,196.0,218.0,22.3,30.2,34.3,1.2,25.7,15.7,,0.3
1669,2023-02-18 09:00:00,2023-02-18 09:15:00,196.0,218.0,20.4,31.9,33.6,1.08,30.0,15.2,,0.3
1670,2023-02-18 09:15:00,2023-02-18 09:30:00,196.0,218.0,18.7,33.5,33.1,1.0,37.9,15.6,35.1,0.3
1671,2023-02-18 09:30:00,2023-02-18 09:45:00,196.0,218.0,15.9,38.6,33.4,0.97,40.6,15.5,40.6,0.3
1672,2023-02-18 09:45:00,2023-02-18 10:00:00,322.0,155.0,13.1,41.4,32.7,,42.5,15.7,44.5,0.3
1673,2023-02-18 10:00:00,2023-02-18 10:15:00,322.0,155.0,12.4,39.7,31.2,,44.0,15.6,49.7,0.3
1674,2023-02-18 10:15:00,2023-02-18 10:30:00,322.0,155.0,9.5,40.5,29.3,1.69,102.0,15.6,41.8,0.3
1675,2023-02-18 10:30:00,2023-02-18 10:45:00,322.0,155.0,10.6,63.2,42.4,0.6,291.7,13.3,15.5,0.3
1676,2023-02-18 10:45:00,2023-02-18 11:00:00,241.0,104.0,12.5,84.1,54.9,0.58,,15.8,41.8,0.2
1677,2023-02-18 11:00:00,2023-02-18 11:15:00,241.0,104.0,9.3,76.8,48.4,0.57,,15.9,55.8,0.2
1678,2023-02-18 11:15:00,2023-02-18 11:30:00,241.0,104.0,6.8,59.7,37.3,0.58,,15.2,73.4,0.2
1679,2023-02-18 11:30:00,2023-02-18 11:45:00,241.0,104.0,4.6,38.2,24.1,0.58,36.5,15.4,81.3,0.2
1680,2023-02-18 11:45:00,2023-02-18 12:00:00,197.0,89.0,,,,0.58,29.5,,87.3,0.2
1681,2023-02-18 12:00:00,2023-02-18 12:15:00,197.0,89.0,,,,0.6,26.6,,88.5,0.2
1682,2023-02-18 12:15:00,2023-02-18 12:30:00,197.0,89.0,,,,0.61,26.3,20.4,89.1,0.1
1683,2023-02-18 12:30:00,2023-02-18 12:45:00,197.0,89.0,4.8,23.3,16.3,0.61,33.2,17.1,85.3,0.1
1684,2023-02-18 12:45:00,2023-02-18 13:00:00,157.0,93.0,3.4,29.5,18.4,0.63,99.0,17.6,71.2,0.1
1685,2023-02-18 13:00:00,2023-02-18 13:15:00,157.0,93.0,3.4,42.4,25.3,0.6,160.0,16.1,61.1,0.1
1686,2023-02-18 13:15:00,2023-02-18 13:30:00,157.0,93.0,4.3,47.1,28.5,0.47,135.0,16.1,63.7,0.2
1687,2023-02-18 13:30:00,2023-02-18 13:45:00,157.0,93.0,4.5,49.0,29.8,0.41,142.3,16.1,58.7,0.1
1688,2023-02-18 13:45:00,2023-02-18 14:00:00,208.0,98.0,4.4,50.3,30.4,0.34,146.7,16.4,62.1,0.1
1689,2023-02-18 14:00:00,2023-02-18 14:15:00,208.0,98.0,4.1,54.3,32.2,0.29,144.0,15.8,67.0,0.1
1690,2023-02-18 14:15:00,2023-02-18 14:30:00,208.0,98.0,3.4,54.4,31.7,0.27,126.8,15.7,74.9,0.1
1691,2023-02-18 14:30:00,2023-02-18 14:45:00,208.0,98.0,3.7,52.4,30.8,0.26,119.1,15.0,75.1,0.1
1692,2023-02-18 14:45:00,2023-02-18 15:00:00,208.0,72.0,3.3,50.9,29.8,0.23,125.6,14.8,75.1,0.1
1693,2023-02-18 15:00:00,2023-02-18 15:15:00,208.0,72.0,3.6,50.6,29.8,0.21,125.5,14.6,77.6,0.1
1694,2023-02-18 15:15:00,2023-02-18 15:30:00,208.0,72.0,3.7,49.7,29.4,0.17,148.2,14.5,69.1,0.1
1695,2023-02-18 15:30:00,2023-02-18 15:45:00,208.0,72.0,4.5,49.7,30.1,0.11,151.2,13.5,73.8,0.1
1696,2023-02-18 15:45:00,2023-02-18 16:00:00,,72.0,4.3,49.6,29.9,0.16,125.8,14.1,82.3,0.1
1697,2023-02-18 16:00:00,2023-02-18 16:15:00,,72.0,3.5,38.3,23.2,0.15,86.5,14.8,88.4,0.1
1698,2023-02-18 16:15:00,2023-02-18 16:30:00,,72.0,3.9,26.5,17.3,0.1,101.4,15.4,82.4,0.1
1699,2023-02-18 16:30:00,2023-02-18 16:45:00,,72.0,4.2,27.7,18.2,0.1,97.9,14.2,78.0,0.1
1700,2023-02-18 16:45:00,2023-02-18 17:00:00,133.0,63.0,3.8,27.4,17.6,0.14,84.0,13.9,62.3,0.1
1701,2023-02-18 17:00:00,2023-02-18 17:15:00,133.0,63.0,3.8,28.8,18.4,0.19,67.9,13.7,61.7,0.1
1702,2023-02-18 17:15:00,2023-02-18 17:30:00,133.0,63.0,2.8,33.6,20.1,0.21,57.1,13.0,64.4,0.1
1703,2023-02-18 17:30:00,2023-02-18 17:45:00,133.0,63.0,2.9,38.5,22.8,0.23,50.2,12.5,63.1,0.1
1704,2023-02-18 17:45:00,2023-02-18 18:00:00,114.0,72.0,3.0,43.4,25.5,0.31,52.1,11.8,63.4,0.1
1705,2023-02-18 18:00:00,2023-02-18 18:15:00,114.0,72.0,3.2,48.3,28.3,0.64,56.9,10.9,45.1,0.1
1706,2023-02-18 18:15:00,2023-02-18 18:30:00,114.0,72.0,3.7,51.2,30.3,1.19,61.9,11.0,15.8,0.1
1707,2023-02-18 18:30:00,2023-02-18 18:45:00,114.0,72.0,4.2,57.3,33.9,1.55,62.6,10.8,3.6,0.2
1708,2023-02-18 18:45:00,2023-02-18 19:00:00,135.0,257.0,5.8,62.1,37.7,2.2,59.8,11.1,,0.2
1709,2023-02-18 19:00:00,2023-02-18 19:15:00,135.0,257.0,8.2,66.5,42.0,2.34,66.7,11.6,0.3,0.2
1710,2023-02-18 19:15:00,2023-02-18 19:30:00,135.0,257.0,12.3,69.6,47.0,2.21,76.5,11.9,,0.3
1711,2023-02-18 19:30:00,2023-02-18 19:45:00,135.0,257.0,19.1,71.0,53.3,2.44,83.3,12.1,,0.3
1712,2023-02-18 19:45:00,2023-02-18 20:00:00,451.0,353.0,25.4,71.3,58.6,1.12,64.5,12.4,9.5,0.3
1713,2023-02-18 20:00:00,2023-02-18 20:15:00,451.0,353.0,26.2,73.4,60.3,0.64,41.2,12.4,48.7,0.4
1714,2023-02-18 20:15:00,2023-02-18 20:30:00,451.0,353.0,24.3,75.9,60.1,0.58,41.4,12.1,64.1,0.3
1715,2023-02-18 20:30:00,2023-02-18 20:45:00,451.0,353.0,21.5,76.7,58.3,0.56,40.8,12.4,71.5,0.3
1716,2023-02-18 20:45:00,2023-02-18 21:00:00,626.0,96.0,18.4,76.9,55.9,0.54,39.7,12.2,75.3,0.3
1717,2023-02-18 21:00:00,2023-02-18 21:15:00,626.0,96.0,14.5,76.9,52.7,0.52,38.1,12.2,73.1,0.3
1718,2023-02-18 21:15:00,2023-02-18 21:30:00,626.0,96.0,12.2,77.0,50.8,0.49,36.2,11.9,74.1,0.3
1719,2023-02-18 21:30:00,2023-02-18 21:45:00,626.0,96.0,10.5,75.7,48.8,0.55,34.9,12.3,71.7,0.3
1720,2023-02-18 21:45:00,2023-02-18 22:00:00,626.0,89.0,8.8,75.3,47.2,0.64,32.1,12.6,68.6,0.3
1721,2023-02-18 22:00:00,2023-02-18 22:15:00,626.0,89.0,7.3,74.6,45.6,0.69,30.3,12.3,65.0,0.2
1722,2023-02-18 22:15:00,2023-02-18 22:30:00,626.0,89.0,6.0,73.9,44.2,0.71,29.9,12.2,56.8,0.2
1723,2023-02-18 22:30:00,2023-02-18 22:45:00,626.0,89.0,5.8,73.0,43.5,0.7,29.0,12.7,50.2,0.2
1724,2023-02-18 22:45:00,2023-02-18 23:00:00,162.0,96.0,5.3,71.9,42.5,0.71,29.3,12.5,49.0,0.2
1725,2023-02-18 23:00:00,2023-02-18 23:15:00,162.0,96.0,5.6,71.0,42.3,0.72,29.2,12.6,44.3,0.2
1726,2023-02-18 23:15:00,2023-02-18 23:30:00,162.0,96.0,5.9,70.5,42.3,0.71,26.0,12.5,37.2,0.2
1727,2023-02-18 23:30:00,2023-02-18 23:45:00,162.0,96.0,6.0,69.3,41.8,0.72,25.8,12.9,33.9,0.2
1728,2023-02-18 23:45:00,2023-02-19 00:00:00,184.0,100.0,6.8,67.0,41.2,,,12.9,29.2,0.2
1729,2023-02-19 00:00:00,2023-02-19 00:15:00,184.0,100.0,7.0,65.5,40.5,1.41,29.3,12.1,23.4,0.2
1730,2023-02-19 00:15:00,2023-02-19 00:30:00,184.0,100.0,7.4,65.1,40.7,1.18,31.8,12.4,20.5,0.2
1731,2023-02-19 00:30:00,2023-02-19 00:45:00,184.0,100.0,8.7,64.1,41.2,1.05,31.0,12.7,18.3,0.2
1732,2023-02-19 00:45:00,2023-02-19 01:00:00,173.0,138.0,8.9,63.9,41.2,1.12,31.2,12.8,12.8,0.2
1733,2023-02-19 01:00:00,2023-02-19 01:15:00,173.0,138.0,9.1,64.4,41.6,1.06,31.9,12.8,8.6,0.2
1734,2023-02-19 01:15:00,2023-02-19 01:30:00,173.0,138.0,9.5,64.4,42.0,1.02,32.0,12.1,9.0,0.2
1735,2023-02-19 01:30:00,2023-02-19 01:45:00,173.0,138.0,10.2,62.5,41.6,1.04,32.0,12.2,4.4,0.3
1736,2023-02-19 01:45:00,2023-02-19 02:00:00,210.0,135.0,10.5,62.1,41.5,1.05,31.7,12.5,1.5,0.3
1737,2023-02-19 02:00:00,2023-02-19 02:15:00,210.0,135.0,11.4,61.2,41.8,1.12,30.6,12.8,1.9,0.3
1738,2023-02-19 02:15:00,2023-02-19 02:30:00,210.0,135.0,11.8,61.3,42.2,1.33,32.3,12.9,0.4,0.3
1739,2023-02-19 02:30:00,2023-02-19 02:45:00,210.0,135.0,12.9,61.6,43.2,1.35,32.3,13.3,0.5,0.3
1740,2023-02-19 02:45:00,2023-02-19 03:00:00,210.0,157.0,13.6,63.0,44.6,1.19,32.0,13.4,0.8,0.3
1741,2023-02-19 03:00:00,2023-02-19 03:15:00,210.0,157.0,14.3,63.6,45.5,1.15,29.6,13.3,1.1,0.3
1742,2023-02-19 03:15:00,2023-02-19 03:30:00,210.0,157.0,15.0,63.1,45.8,1.12,29.8,13.9,0.1,0.3
1743,2023-02-19 03:30:00,2023-02-19 03:45:00,210.0,157.0,15.6,62.1,45.7,1.15,29.7,14.2,,0.3
1744,2023-02-19 03:45:00,2023-02-19 04:00:00,261.0,143.0,16.1,60.8,45.5,1.18,30.0,14.1,0.1,0.3
1745,2023-02-19 04:00:00,2023-02-19 04:15:00,261.0,143.0,16.7,60.1,45.5,1.13,29.1,14.2,0.5,0.3
1746,2023-02-19 04:15:00,2023-02-19 04:30:00,261.0,143.0,17.4,59.3,45.7,1.08,29.2,14.8,0.7,0.3
1747,2023-02-19 04:30:00,2023-02-19 04:45:00,261.0,143.0,17.6,56.9,44.6,0.95,30.2,14.8,3.2,0.3
1748,2023-02-19 04:45:00,2023-02-19 05:00:00,216.0,124.0,16.9,55.4,43.2,0.94,29.4,14.8,2.9,0.3
1749,2023-02-19 05:00:00,2023-02-19 05:15:00,216.0,124.0,16.8,54.8,42.8,0.92,29.6,14.6,3.3,0.3
1750,2023-02-19 05:15:00,2023-02-19 05:30:00,216.0,124.0,16.2,53.5,41.6,0.87,29.8,14.7,2.3,0.3
1751,2023-02-19 05:30:00,2023-02-19 05:45:00,216.0,124.0,15.4,52.0,40.1,0.86,28.2,14.7,1.6,0.3
1752,2023-02-19 05:45:00,2023-02-19 06:00:00,180.0,117.0,15.6,51.2,39.9,0.87,28.1,15.0,1.6,0.3
1753,2023-02-19 06:00:00,2023-02-19 06:15:00,180.0,117.0,16.2,49.0,39.2,0.9,27.7,15.1,1.1,0.2
1754,2023-02-19 06:15:00,2023-02-19 06:30:00,180.0,117.0,15.8,48.2,38.5,1.02,28.4,14.6,0.1,0.2
1755,2023-02-19 06:30:00,2023-02-19 06:45:00,180.0,117.0,16.5,48.1,39.0,1.11,28.5,14.5,,0.2
1756,2023-02-19 06:45:00,2023-02-19 07:00:00,157.0,131.0,17.7,46.8,39.3,1.47,28.8,14.8,,0.3
1757,2023-02-19 07:00:00,2023-02-19 07:15:00,157.0,131.0,19.6,46.9,40.9,1.73,29.2,14.8,0.1,0.3
1758,2023-02-19 07:15:00,2023-02-19 07:30:00,157.0,131.0,22.5,47.7,43.7,1.84,30.7,15.1,,0.3
1759,2023-02-19 07:30:00,2023-02-19 07:45:00,157.0,131.0,26.4,46.5,46.2,1.61,30.5,15.5,0.9,0.3
1760,2023-02-19 07:45:00,2023-02-19 08:00:00,222.0,189.0,27.7,47.1,47.6,1.25,28.9,16.4,1.5,0.3
1761,2023-02-19 08:00:00,2023-02-19 08:15:00,222.0,189.0,28.2,47.2,48.0,1.18,31.3,15.9,3.0,0.3
1762,2023-02-19 08:15:00,2023-02-19 08:30:00,222.0,189.0,27.2,49.0,48.2,1.12,34.4,15.2,7.3,0.3
1763,2023-02-19 08:30:00,2023-02-19 08:45:00,222.0,189.0,25.5,51.5,48.2,1.19,34.3,15.2,11.7,0.3
1764,2023-02-19 08:45:00,2023-02-19 09:00:00,306.0,240.0,24.1,52.1,47.3,1.17,35.8,15.4,,0.3
1765,2023-02-19 09:00:00,2023-02-19 09:15:00,306.0,240.0,22.1,51.4,45.3,1.02,35.7,15.9,,0.3
1766,2023-02-19 09:15:00,2023-02-19 09:30:00,306.0,240.0,20.1,50.6,43.2,0.79,36.9,15.7,43.3,0.3
1767,2023-02-19 09:30:00,2023-02-19 09:45:00,306.0,240.0,16.8,53.3,42.0,0.63,38.0,14.7,55.9,0.3
1768,2023-02-19 09:45:00,2023-02-19 10:00:00,329.0,143.0,13.7,53.5,39.6,,39.4,14.1,62.0,0.3
1769,2023-02-19 10:00:00,2023-02-19 10:15:00,329.0,143.0,10.5,49.9,35.1,,43.9,14.4,64.1,0.3
1770,2023-02-19 10:15:00,2023-02-19 10:30:00,329.0,143.0,7.5,48.4,31.8,1.4,44.8,14.0,70.4,0.3
1771,2023-02-19 10:30:00,2023-02-19 10:45:00,329.0,143.0,7.0,46.1,30.2,0.6,42.7,14.3,71.0,0.3
1772,2023-02-19 10:45:00,2023-02-19 11:00:00,329.0,120.0,5.2,36.4,23.6,0.86,,16.2,69.9,0.3
1773,2023-02-19 11:00:00,2023-02-19 11:15:00,329.0,120.0,3.9,24.9,16.4,1.02,,17.8,67.9,0.2
1774,2023-02-19 11:15:00,2023-02-19 11:30:00,329.0,120.0,3.8,19.1,13.3,0.96,,18.2,75.1,0.2
1775,2023-02-19 11:30:00,2023-02-19 11:45:00,329.0,120.0,3.4,21.3,14.1,0.92,39.2,16.3,80.5,0.2
1776,2023-02-19 11:45:00,2023-02-19 12:00:00,182.0,96.0,,,,0.88,39.5,,89.7,0.2
1777,2023-02-19 12:00:00,2023-02-19 12:15:00,182.0,96.0,,,,0.84,38.0,,95.8,0.2
1778,2023-02-19 12:15:00,2023-02-19 12:30:00,182.0,96.0,,,,0.81,46.4,17.4,99.6,0.2
1779,2023-02-19 12:30:00,2023-02-19 12:45:00,182.0,96.0,3.1,16.1,11.1,0.74,61.4,16.3,104.1,0.2
1780,2023-02-19 12:45:00,2023-02-19 13:00:00,173.0,75.0,3.3,15.4,10.9,0.66,91.2,16.9,93.1,0.1
1781,2023-02-19 13:00:00,2023-02-19 13:15:00,173.0,75.0,3.5,22.1,14.6,0.65,86.0,15.8,84.8,0.1
1782,2023-02-19 13:15:00,2023-02-19 13:30:00,173.0,75.0,2.9,29.5,18.0,0.66,115.4,14.7,75.1,0.1
1783,2023-02-19 13:30:00,2023-02-19 13:45:00,173.0,75.0,2.8,36.8,21.9,0.65,117.2,13.8,69.4,0.1
1784,2023-02-19 13:45:00,2023-02-19 14:00:00,123.0,64.0,2.9,42.5,25.0,0.69,91.8,13.3,82.9,0.1
1785,2023-02-19 14:00:00,2023-02-19 14:15:00,123.0,64.0,3.0,46.6,27.2,0.7,85.8,12.9,88.5,0.1
1786,2023-02-19 14:15:00,2023-02-19 14:30:00,123.0,64.0,3.4,48.0,28.3,0.72,62.9,13.1,98.0,0.1
1787,2023-02-19 14:30:00,2023-02-19 14:45:00,123.0,64.0,2.7,48.0,27.7,0.73,57.2,13.3,101.7,0.1
1788,2023-02-19 14:45:00,2023-02-19 15:00:00,102.0,68.0,3.4,39.8,23.9,0.74,52.6,14.4,105.2,0.1
1789,2023-02-19 15:00:00,2023-02-19 15:15:00,102.0,68.0,3.3,34.9,21.3,0.73,47.3,14.3,105.5,0.1
1790,2023-02-19 15:15:00,2023-02-19 15:30:00,102.0,68.0,3.3,25.2,16.1,0.69,38.8,15.6,97.0,0.1
1791,2023-02-19 15:30:00,2023-02-19 15:45:00,102.0,68.0,3.9,19.1,13.3,0.64,34.8,15.8,95.1,0.1
1792,2023-02-19 15:45:00,2023-02-19 16:00:00,122.0,54.0,4.1,20.3,14.1,0.68,33.9,15.4,94.6,0.1
1793,2023-02-19 16:00:00,2023-02-19 16:15:00,122.0,54.0,3.2,23.0,14.9,0.69,39.6,14.0,98.8,0.1
1794,2023-02-19 16:15:00,2023-02-19 16:30:00,122.0,54.0,3.1,27.0,16.8,0.69,40.2,12.1,98.0,0.1
1795,2023-02-19 16:30:00,2023-02-19 16:45:00,122.0,54.0,3.7,31.5,19.8,0.72,46.7,11.3,95.8,0.1
1796,2023-02-19 16:45:00,2023-02-19 17:00:00,101.0,63.0,4.3,36.1,22.7,0.79,50.8,11.4,93.5,0.1
1797,2023-02-19 17:00:00,2023-02-19 17:15:00,101.0,63.0,4.0,35.0,21.9,0.81,54.6,12.2,90.9,0.1
1798,2023-02-19 17:15:00,2023-02-19 17:30:00,101.0,63.0,3.7,33.8,21.0,0.84,54.2,13.0,84.9,0.1
1799,2023-02-19 17:30:00,2023-02-19 17:45:00,101.0,63.0,3.4,33.7,20.6,0.87,49.4,14.0,82.2,0.1
1800,2023-02-19 17:45:00,2023-02-19 18:00:00,123.0,91.0,3.6,35.1,21.6,0.92,44.4,14.0,72.1,0.1
1801,2023-02-19 18:00:00,2023-02-19 18:15:00,123.0,91.0,3.5,37.3,22.7,0.92,42.7,14.3,69.9,0.1
1802,2023-02-19 18:15:00,2023-02-19 18:30:00,123.0,91.0,3.7,40.6,24.6,0.92,40.3,14.5,65.1,0.2
1803,2023-02-19 18:30:00,2023-02-19 18:45:00,123.0,91.0,3.8,42.2,25.5,0.94,40.4,14.3,63.5,0.2
1804,2023-02-19 18:45:00,2023-02-19 19:00:00,123.0,98.0,4.1,43.5,26.5,1.03,40.0,14.7,52.3,0.2
1805,2023-02-19 19:00:00,2023-02-19 19:15:00,123.0,98.0,3.6,46.4,27.6,1.11,45.8,15.1,53.8,0.2
1806,2023-02-19 19:15:00,2023-02-19 19:30:00,123.0,98.0,3.8,48.4,28.9,1.11,46.2,15.4,64.7,0.2
1807,2023-02-19 19:30:00,2023-02-19 19:45:00,123.0,98.0,3.5,48.0,28.4,1.06,46.8,15.0,82.3,0.2
1808,2023-02-19 19:45:00,2023-02-19 20:00:00,201.0,93.0,3.8,45.3,27.1,1.12,47.5,15.9,84.1,0.2
1809,2023-02-19 20:00:00,2023-02-19 20:15:00,201.0,93.0,4.1,43.7,26.6,1.13,50.8,16.1,85.1,0.2
1810,2023-02-19 20:15:00,2023-02-19 20:30:00,201.0,93.0,3.8,41.8,25.4,1.11,49.8,16.8,87.8,0.2
1811,2023-02-19 20:30:00,2023-02-19 20:45:00,201.0,93.0,3.8,40.3,24.5,1.17,48.8,17.1,74.3,0.1
1812,2023-02-19 20:45:00,2023-02-19 21:00:00,174.0,111.0,3.1,39.0,23.3,1.13,46.2,17.7,64.6,0.1
1813,2023-02-19 21:00:00,2023-02-19 21:15:00,174.0,111.0,3.2,39.0,23.4,1.15,45.3,17.6,55.0,0.1
1814,2023-02-19 21:15:00,2023-02-19 21:30:00,174.0,111.0,3.4,39.9,24.0,1.18,42.1,17.9,42.1,0.1
1815,2023-02-19 21:30:00,2023-02-19 21:45:00,174.0,111.0,3.6,43.7,26.1,1.23,37.9,18.0,27.5,0.1
1816,2023-02-19 21:45:00,2023-02-19 22:00:00,171.0,117.0,4.5,47.9,29.1,1.27,40.6,18.1,37.6,0.2
1817,2023-02-19 22:00:00,2023-02-19 22:15:00,171.0,117.0,4.7,50.1,30.5,1.34,40.4,18.2,29.0,0.2
1818,2023-02-19 22:15:00,2023-02-19 22:30:00,171.0,117.0,4.7,50.4,30.6,1.44,37.2,18.9,22.7,0.2
1819,2023-02-19 22:30:00,2023-02-19 22:45:00,171.0,117.0,4.6,49.5,30.1,1.6,36.7,18.9,22.3,0.2
1820,2023-02-19 22:45:00,2023-02-19 23:00:00,188.0,145.0,4.2,50.8,30.5,1.92,38.0,18.9,7.4,0.2
1821,2023-02-19 23:00:00,2023-02-19 23:15:00,188.0,145.0,5.5,54.8,33.6,2.05,36.9,19.0,3.9,0.2
1822,2023-02-19 23:15:00,2023-02-19 23:30:00,188.0,145.0,5.8,58.1,35.6,1.91,35.1,19.2,5.3,0.2
1823,2023-02-19 23:30:00,2023-02-19 23:45:00,188.0,145.0,6.3,60.0,37.0,1.76,36.2,19.1,9.3,0.3
1824,2023-02-19 23:45:00,2023-02-20 00:00:00,239.0,165.0,6.6,59.6,37.1,,,19.2,4.7,0.3
1825,2023-02-20 00:00:00,2023-02-20 00:15:00,239.0,165.0,7.6,59.7,37.9,1.24,36.1,18.2,0.4,0.3
