#,from,to,PM10,PM2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
1412,2023-02-15 16:45:00,2023-02-15 17:00:00,,33.0,4.4,55.5,33.1,1.25,40.5,25.0,55.9,0.1
1413,2023-02-15 17:00:00,2023-02-15 17:15:00,,33.0,4.4,50.6,30.5,1.24,34.0,24.4,56.6,0.1
1414,2023-02-15 17:15:00,2023-02-15 17:30:00,,33.0,4.6,51.8,31.3,1.26,35.6,23.2,57.2,0.1
1415,2023-02-15 17:30:00,2023-02-15 17:45:00,,33.0,4.8,53.8,32.6,1.27,31.7,22.9,56.2,0.1
1416,2023-02-15 17:45:00,2023-02-15 18:00:00,,29.0,4.5,56.7,33.8,1.29,29.5,22.3,56.8,0.1
1417,2023-02-15 18:00:00,2023-02-15 18:15:00,,29.0,4.4,60.0,35.5,1.31,30.5,22.1,56.1,0.1
1418,2023-02-15 18:15:00,2023-02-15 18:30:00,,29.0,4.9,62.9,37.5,1.29,31.1,22.4,48.5,0.1
1419,2023-02-15 18:30:00,2023-02-15 18:45:00,,29.0,5.0,66.1,39.2,1.33,32.4,22.3,41.9,0.1
1420,2023-02-15 18:45:00,2023-02-15 19:00:00,,57.0,6.5,68.3,41.6,1.35,35.1,23.2,39.6,0.1
1421,2023-02-15 19:00:00,2023-02-15 19:15:00,,57.0,6.8,70.5,43.0,1.4,37.2,24.8,34.2,0.1
1422,2023-02-15 19:15:00,2023-02-15 19:30:00,,57.0,7.2,73.7,45.0,1.5,38.6,26.0,30.4,0.1
1423,2023-02-15 19:30:00,2023-02-15 19:45:00,,57.0,7.4,76.2,46.6,1.45,38.2,26.9,29.0,0.1
1424,2023-02-15 19:45:00,2023-02-15 20:00:00,,75.0,8.3,79.3,48.9,1.43,36.5,26.9,19.9,0.1
1425,2023-02-15 20:00:00,2023-02-15 20:15:00,,75.0,9.1,82.1,51.1,1.47,36.3,26.6,20.8,0.1
1426,2023-02-15 20:15:00,2023-02-15 20:30:00,,75.0,9.8,83.9,52.6,2.05,39.0,26.5,7.9,0.1
1427,2023-02-15 20:30:00,2023-02-15 20:45:00,,75.0,11.3,85.1,54.5,1.81,42.2,26.6,9.7,0.1
1428,2023-02-15 20:45:00,2023-02-15 21:00:00,,78.0,12.8,86.9,56.7,1.69,42.2,26.2,12.8,0.1
1429,2023-02-15 21:00:00,2023-02-15 21:15:00,,78.0,12.9,88.3,57.4,1.73,41.0,26.2,14.1,0.1
1430,2023-02-15 21:15:00,2023-02-15 21:30:00,,78.0,12.7,89.7,58.0,1.82,40.1,26.7,11.5,0.1
1431,2023-02-15 21:30:00,2023-02-15 21:45:00,,78.0,13.0,90.9,58.9,1.87,39.2,26.9,14.8,0.1
1432,2023-02-15 21:45:00,2023-02-15 22:00:00,,74.0,14.0,90.4,59.4,1.9,38.2,27.2,17.9,0.1
1433,2023-02-15 22:00:00,2023-02-15 22:15:00,,74.0,14.0,91.2,59.9,1.85,38.0,27.3,21.3,0.1
1434,2023-02-15 22:15:00,2023-02-15 22:30:00,,74.0,14.4,91.2,60.2,1.81,39.0,27.9,25.4,0.2
1435,2023-02-15 22:30:00,2023-02-15 22:45:00,,74.0,13.6,91.4,59.7,1.81,38.2,28.2,33.3,0.2
1436,2023-02-15 22:45:00,2023-02-15 23:00:00,,74.0,13.0,91.4,59.2,1.83,37.4,28.0,31.9,0.2
1437,2023-02-15 23:00:00,2023-02-15 23:15:00,,74.0,13.7,89.7,58.9,1.8,38.7,25.6,34.1,0.2
1438,2023-02-15 23:15:00,2023-02-15 23:30:00,,74.0,13.6,89.7,58.8,1.74,38.1,24.2,38.6,0.2
1439,2023-02-15 23:30:00,2023-02-15 23:45:00,,74.0,13.2,88.9,58.0,1.74,37.1,23.3,37.2,0.2
1440,2023-02-15 23:45:00,2023-02-16 00:00:00,,65.0,13.2,88.0,57.6,,,21.9,29.3,0.2
1441,2023-02-16 00:00:00,2023-02-16 00:15:00,,65.0,12.8,85.9,56.1,1.84,32.9,20.9,21.2,0.2
1442,2023-02-16 00:15:00,2023-02-16 00:30:00,,65.0,13.2,83.8,55.3,1.87,29.6,20.5,20.1,0.2
1443,2023-02-16 00:30:00,2023-02-16 00:45:00,,65.0,13.2,81.3,54.0,1.9,27.4,20.3,19.3,0.2
1444,2023-02-16 00:45:00,2023-02-16 01:00:00,,78.0,13.4,80.2,53.5,1.96,27.2,20.3,6.6,0.2
1445,2023-02-16 01:00:00,2023-02-16 01:15:00,,78.0,13.6,80.6,54.0,2.06,27.7,20.2,5.9,0.2
1446,2023-02-16 01:15:00,2023-02-16 01:30:00,,78.0,13.3,82.2,54.5,2.14,24.5,19.9,5.5,0.2
1447,2023-02-16 01:30:00,2023-02-16 01:45:00,,78.0,14.2,83.9,56.2,2.08,22.0,20.2,6.0,0.2
1448,2023-02-16 01:45:00,2023-02-16 02:00:00,,110.0,14.3,85.0,56.8,2.11,21.4,20.9,5.7,0.2
1449,2023-02-16 02:00:00,2023-02-16 02:15:00,,110.0,13.8,87.6,57.9,2.03,22.1,21.2,5.9,0.2
1450,2023-02-16 02:15:00,2023-02-16 02:30:00,,110.0,14.3,89.4,59.2,1.95,24.2,21.3,7.1,0.2
1451,2023-02-16 02:30:00,2023-02-16 02:45:00,,110.0,14.6,91.3,60.4,1.91,26.3,21.7,9.9,0.2
1452,2023-02-16 02:45:00,2023-02-16 03:00:00,,87.0,14.8,91.6,60.7,1.94,27.0,22.6,6.9,0.2
1453,2023-02-16 03:00:00,2023-02-16 03:15:00,,87.0,14.4,90.4,59.8,2.0,27.7,24.3,5.0,0.2
1454,2023-02-16 03:15:00,2023-02-16 03:30:00,,87.0,15.2,91.6,61.1,2.0,26.1,25.6,4.5,0.2
1455,2023-02-16 03:30:00,2023-02-16 03:45:00,,87.0,17.1,92.8,63.3,2.05,26.6,26.5,5.0,0.2
1456,2023-02-16 03:45:00,2023-02-16 04:00:00,,95.0,18.7,94.2,65.3,2.05,27.8,27.0,5.0,0.2
1457,2023-02-16 04:00:00,2023-02-16 04:15:00,,95.0,20.3,95.5,67.3,2.0,27.4,26.8,4.5,0.2
1458,2023-02-16 04:15:00,2023-02-16 04:30:00,,95.0,21.6,96.4,68.9,1.99,27.5,26.8,5.0,0.2
1459,2023-02-16 04:30:00,2023-02-16 04:45:00,,95.0,22.2,96.1,69.2,1.99,27.9,27.2,4.6,0.2
1460,2023-02-16 04:45:00,2023-02-16 05:00:00,,88.0,21.7,95.3,68.4,1.96,27.2,27.2,4.9,0.2
1461,2023-02-16 05:00:00,2023-02-16 05:15:00,,88.0,21.0,95.4,67.8,1.91,26.7,27.1,5.3,0.2
1462,2023-02-16 05:15:00,2023-02-16 05:30:00,,88.0,22.0,94.3,68.0,2.15,26.6,27.4,5.7,0.2
1463,2023-02-16 05:30:00,2023-02-16 05:45:00,,88.0,22.7,93.0,67.9,2.16,26.1,27.6,4.9,0.2
1464,2023-02-16 05:45:00,2023-02-16 06:00:00,,85.0,22.7,92.9,67.9,2.07,25.7,27.1,5.0,0.2
1465,2023-02-16 06:00:00,2023-02-16 06:15:00,,85.0,21.9,91.4,66.4,2.07,25.8,26.9,4.6,0.2
1466,2023-02-16 06:15:00,2023-02-16 06:30:00,,85.0,21.7,90.2,65.6,2.03,25.6,26.8,5.4,0.2
1467,2023-02-16 06:30:00,2023-02-16 06:45:00,,85.0,20.6,88.3,63.7,1.92,25.1,26.8,6.7,0.2
1468,2023-02-16 06:45:00,2023-02-16 07:00:00,,81.0,19.8,86.6,62.2,1.88,28.0,27.1,8.5,0.2
1469,2023-02-16 07:00:00,2023-02-16 07:15:00,,81.0,19.3,82.9,59.8,1.88,27.6,24.0,10.5,0.2
1470,2023-02-16 07:15:00,2023-02-16 07:30:00,,81.0,18.1,82.1,58.4,1.82,27.9,22.3,12.6,0.2
1471,2023-02-16 07:30:00,2023-02-16 07:45:00,,81.0,16.8,82.3,57.4,1.81,26.6,21.0,14.5,0.2
1472,2023-02-16 07:45:00,2023-02-16 08:00:00,,78.0,16.3,82.3,57.0,1.89,25.6,20.7,13.8,0.2
1473,2023-02-16 08:00:00,2023-02-16 08:15:00,,78.0,15.6,82.8,56.7,1.96,25.2,21.0,13.9,0.2
1474,2023-02-16 08:15:00,2023-02-16 08:30:00,,78.0,15.1,82.8,56.3,2.03,25.3,21.2,15.4,0.2
1475,2023-02-16 08:30:00,2023-02-16 08:45:00,,78.0,14.6,82.9,56.0,2.18,26.7,21.2,13.7,0.2
1476,2023-02-16 08:45:00,2023-02-16 09:00:00,,137.0,14.3,84.0,56.3,2.23,28.6,21.6,,0.2
1477,2023-02-16 09:00:00,2023-02-16 09:15:00,,137.0,14.2,84.5,56.5,2.22,31.8,23.0,,0.2
1478,2023-02-16 09:15:00,2023-02-16 09:30:00,,137.0,14.4,88.8,58.9,2.15,32.9,23.3,20.8,0.2
1479,2023-02-16 09:30:00,2023-02-16 09:45:00,,137.0,13.4,91.0,59.4,2.03,37.2,23.9,28.7,0.2
1480,2023-02-16 09:45:00,2023-02-16 10:00:00,,122.0,11.2,89.9,56.9,,40.2,24.4,34.8,0.2
1481,2023-02-16 10:00:00,2023-02-16 10:15:00,,122.0,10.1,86.3,54.2,,40.2,25.9,43.7,0.2
1482,2023-02-16 10:15:00,2023-02-16 10:30:00,,122.0,7.4,80.4,48.8,1.67,41.3,26.8,57.6,0.2
1483,2023-02-16 10:30:00,2023-02-16 10:45:00,,122.0,5.8,73.2,43.6,0.76,41.1,27.6,65.5,0.2
1484,2023-02-16 10:45:00,2023-02-16 11:00:00,,,4.7,48.6,29.6,0.77,,34.9,67.4,0.2
1485,2023-02-16 11:00:00,2023-02-16 11:15:00,,,3.8,36.2,22.3,0.77,,39.6,71.1,0.2
1486,2023-02-16 11:15:00,2023-02-16 11:30:00,,,3.5,35.0,21.5,0.86,,39.4,76.5,0.2
1487,2023-02-16 11:30:00,2023-02-16 11:45:00,,,4.0,33.4,21.0,1.09,35.6,38.4,77.6,0.2
1488,2023-02-16 11:45:00,2023-02-16 12:00:00,,,,,,1.18,32.3,,80.9,0.2
1489,2023-02-16 12:00:00,2023-02-16 12:15:00,,,,,,1.18,28.9,,85.7,0.2
1490,2023-02-16 12:15:00,2023-02-16 12:30:00,,,,,,1.18,31.7,31.3,85.8,0.1
1491,2023-02-16 12:30:00,2023-02-16 12:45:00,,,1.7,18.8,11.4,1.17,33.1,30.3,86.5,0.1
1492,2023-02-16 12:45:00,2023-02-16 13:00:00,,,3.7,19.9,13.6,1.19,33.2,32.4,85.5,0.1
1493,2023-02-16 13:00:00,2023-02-16 13:15:00,,,3.0,26.1,16.4,1.21,38.8,31.2,84.9,0.1
1494,2023-02-16 13:15:00,2023-02-16 13:30:00,,130.0,3.5,34.3,21.0,1.33,84.0,31.7,61.3,0.1
1495,2023-02-16 13:30:00,2023-02-16 13:45:00,,130.0,4.1,64.4,37.6,1.2,126.5,28.0,51.3,0.1
1496,2023-02-16 13:45:00,2023-02-16 14:00:00,,102.0,4.3,64.4,37.7,1.1,103.7,33.8,62.3,0.2
1497,2023-02-16 14:00:00,2023-02-16 14:15:00,,102.0,4.2,60.9,35.8,1.11,89.4,33.8,66.5,0.2
1498,2023-02-16 14:15:00,2023-02-16 14:30:00,,102.0,3.3,59.0,34.1,1.09,115.4,31.3,63.6,0.2
1499,2023-02-16 14:30:00,2023-02-16 14:45:00,,102.0,2.8,60.8,34.6,1.05,126.3,29.9,62.5,0.2
1500,2023-02-16 14:45:00,2023-02-16 15:00:00,,93.0,3.2,64.0,36.6,1.03,163.4,29.3,48.5,0.2
1501,2023-02-16 15:00:00,2023-02-16 15:15:00,,93.0,4.3,69.0,40.2,1.06,176.1,28.6,43.4,0.2
1502,2023-02-16 15:15:00,2023-02-16 15:30:00,,93.0,4.1,76.3,43.9,1.31,198.5,28.4,37.0,0.2
1503,2023-02-16 15:30:00,2023-02-16 15:45:00,,93.0,4.3,78.9,45.5,1.31,176.0,26.2,43.5,0.1
1504,2023-02-16 15:45:00,2023-02-16 16:00:00,,92.0,4.2,79.0,45.4,1.28,159.3,24.3,47.3,0.1
1505,2023-02-16 16:00:00,2023-02-16 16:15:00,,92.0,4.3,77.2,44.6,1.27,143.9,23.5,51.5,0.1
1506,2023-02-16 16:15:00,2023-02-16 16:30:00,,92.0,4.1,72.0,41.6,1.28,159.5,23.4,43.8,0.1
1507,2023-02-16 16:30:00,2023-02-16 16:45:00,,92.0,3.7,68.9,39.7,1.29,161.7,23.5,47.2,0.1
1508,2023-02-16 16:45:00,2023-02-16 17:00:00,,82.0,,,,1.35,178.6,,32.4,
1509,2023-02-16 17:00:00,2023-02-16 17:15:00,,82.0,3.3,68.5,39.1,1.29,141.9,24.4,45.3,0.1
1510,2023-02-16 17:15:00,2023-02-16 17:30:00,201.0,82.0,3.8,56.1,33.0,1.28,67.4,23.6,63.3,0.1
1511,2023-02-16 17:30:00,2023-02-16 17:45:00,201.0,82.0,3.7,48.1,28.6,1.32,45.6,21.6,63.5,0.1
1512,2023-02-16 17:45:00,2023-02-16 18:00:00,201.0,108.0,3.9,47.9,28.6,1.36,42.0,20.0,54.9,0.1
1513,2023-02-16 18:00:00,2023-02-16 18:15:00,,108.0,4.1,51.9,31.0,1.47,42.5,18.3,48.0,0.1
1514,2023-02-16 18:15:00,2023-02-16 18:30:00,183.0,108.0,4.6,55.1,33.0,1.83,41.4,17.2,36.5,0.1
1515,2023-02-16 18:30:00,2023-02-16 18:45:00,183.0,108.0,4.2,60.2,35.4,2.44,48.0,16.8,10.3,0.1
1516,2023-02-16 18:45:00,2023-02-16 19:00:00,183.0,253.0,5.2,66.0,39.3,2.52,51.2,16.8,0.8,0.2
1517,2023-02-16 19:00:00,2023-02-16 19:15:00,,253.0,7.2,71.1,43.7,2.18,50.4,16.7,4.4,0.2
1518,2023-02-16 19:15:00,2023-02-16 19:30:00,183.0,253.0,8.6,75.1,46.9,1.88,44.7,17.1,18.5,0.2
1519,2023-02-16 19:30:00,2023-02-16 19:45:00,183.0,253.0,8.6,77.2,48.1,1.53,39.7,17.3,36.3,0.2
1520,2023-02-16 19:45:00,2023-02-16 20:00:00,183.0,140.0,8.0,79.8,48.9,1.35,37.2,17.3,43.6,0.2
1521,2023-02-16 20:00:00,2023-02-16 20:15:00,473.0,140.0,8.2,81.9,50.2,1.37,38.0,17.3,45.8,0.2
1522,2023-02-16 20:15:00,2023-02-16 20:30:00,473.0,140.0,7.1,82.3,49.5,1.41,36.3,17.4,43.8,0.2
1523,2023-02-16 20:30:00,2023-02-16 20:45:00,473.0,140.0,5.9,83.3,49.1,1.45,37.5,17.4,46.0,0.2
1524,2023-02-16 20:45:00,2023-02-16 21:00:00,473.0,88.0,5.9,82.9,48.9,1.48,36.2,17.8,44.2,0.2
1525,2023-02-16 21:00:00,2023-02-16 21:15:00,237.0,88.0,6.3,82.7,49.1,1.5,35.7,18.1,49.8,0.2
1526,2023-02-16 21:15:00,2023-02-16 21:30:00,237.0,88.0,5.8,83.6,49.1,1.43,35.9,17.7,60.7,0.2
1527,2023-02-16 21:30:00,2023-02-16 21:45:00,237.0,88.0,5.8,81.9,48.3,1.41,35.2,18.0,63.1,0.2
1528,2023-02-16 21:45:00,2023-02-16 22:00:00,237.0,96.0,6.3,81.1,48.3,1.55,34.8,18.3,55.6,0.2
1529,2023-02-16 22:00:00,2023-02-16 22:15:00,191.0,96.0,6.0,81.3,48.1,1.58,33.9,18.3,48.7,0.2
1530,2023-02-16 22:15:00,2023-02-16 22:30:00,191.0,96.0,5.7,80.9,47.7,1.58,34.2,18.4,44.6,0.2
1531,2023-02-16 22:30:00,2023-02-16 22:45:00,191.0,96.0,6.2,80.0,47.6,1.82,35.8,18.9,34.5,0.2
1532,2023-02-16 22:45:00,2023-02-16 23:00:00,191.0,105.0,6.7,80.6,48.3,2.02,35.2,18.4,34.1,0.2
1533,2023-02-16 23:00:00,2023-02-16 23:15:00,188.0,105.0,6.5,81.0,48.4,1.87,34.7,18.1,34.6,0.2
1534,2023-02-16 23:15:00,2023-02-16 23:30:00,188.0,105.0,5.9,80.7,47.7,1.83,36.6,18.5,28.8,0.2
1535,2023-02-16 23:30:00,2023-02-16 23:45:00,188.0,105.0,6.3,78.9,47.1,1.8,37.6,18.0,22.6,0.2
1536,2023-02-16 23:45:00,2023-02-17 00:00:00,188.0,110.0,6.9,78.6,47.4,,,17.2,16.4,0.2
1537,2023-02-17 00:00:00,2023-02-17 00:15:00,188.0,110.0,7.7,77.8,47.6,1.0,30.5,16.4,12.6,0.2
1538,2023-02-17 00:15:00,2023-02-17 00:30:00,188.0,110.0,7.9,77.6,47.7,0.98,28.8,16.0,11.5,0.2
1539,2023-02-17 00:30:00,2023-02-17 00:45:00,188.0,110.0,8.5,77.6,48.2,1.0,27.2,16.0,11.1,0.2
1540,2023-02-17 00:45:00,2023-02-17 01:00:00,195.0,122.0,9.3,78.0,49.0,1.0,26.3,15.5,11.2,0.2
1541,2023-02-17 01:00:00,2023-02-17 01:15:00,195.0,122.0,9.8,77.3,49.1,0.93,26.2,15.3,12.0,0.2
1542,2023-02-17 01:15:00,2023-02-17 01:30:00,195.0,122.0,9.2,77.5,48.7,0.88,26.5,15.5,15.9,0.2
1543,2023-02-17 01:30:00,2023-02-17 01:45:00,195.0,122.0,9.2,76.5,48.2,0.97,25.9,16.4,9.3,0.2
1544,2023-02-17 01:45:00,2023-02-17 02:00:00,195.0,120.0,10.0,76.0,48.5,1.09,26.1,17.1,3.5,0.2
1545,2023-02-17 02:00:00,2023-02-17 02:15:00,195.0,120.0,11.0,77.1,50.0,1.09,27.1,16.9,3.7,0.2
1546,2023-02-17 02:15:00,2023-02-17 02:30:00,195.0,120.0,12.8,78.2,52.0,1.06,27.6,16.7,4.3,0.3
1547,2023-02-17 02:30:00,2023-02-17 02:45:00,195.0,120.0,14.3,78.4,53.3,0.96,30.1,17.0,5.5,0.3
1548,2023-02-17 02:45:00,2023-02-17 03:00:00,204.0,126.0,15.4,78.7,54.3,0.87,29.7,17.0,6.4,0.3
1549,2023-02-17 03:00:00,2023-02-17 03:15:00,204.0,126.0,15.6,78.6,54.5,0.78,29.7,17.6,9.7,0.3
1550,2023-02-17 03:15:00,2023-02-17 03:30:00,204.0,126.0,15.4,80.3,55.3,0.76,30.4,17.3,9.8,0.3
1551,2023-02-17 03:30:00,2023-02-17 03:45:00,204.0,126.0,14.5,80.0,54.3,0.7,29.9,17.7,9.3,0.3
1552,2023-02-17 03:45:00,2023-02-17 04:00:00,213.0,99.0,14.4,78.5,53.5,0.68,26.2,19.0,11.1,0.2
1553,2023-02-17 04:00:00,2023-02-17 04:15:00,213.0,99.0,13.8,77.9,52.6,1.03,26.0,19.3,6.1,0.2
1554,2023-02-17 04:15:00,2023-02-17 04:30:00,213.0,99.0,13.1,78.3,52.2,0.97,24.7,19.3,9.7,0.2
1555,2023-02-17 04:30:00,2023-02-17 04:45:00,213.0,99.0,13.7,77.1,52.1,0.93,25.3,19.9,9.9,0.2
1556,2023-02-17 04:45:00,2023-02-17 05:00:00,153.0,112.0,14.1,76.1,52.0,0.98,23.3,20.4,8.4,0.2
1557,2023-02-17 05:00:00,2023-02-17 05:15:00,153.0,112.0,13.4,75.5,51.0,0.97,24.2,20.7,6.5,0.2
1558,2023-02-17 05:15:00,2023-02-17 05:30:00,153.0,112.0,13.6,74.6,50.7,0.96,23.1,20.8,8.7,0.2
1559,2023-02-17 05:30:00,2023-02-17 05:45:00,153.0,112.0,13.4,73.6,50.0,1.01,22.7,20.3,9.5,0.2
1560,2023-02-17 05:45:00,2023-02-17 06:00:00,180.0,106.0,12.5,72.4,48.7,1.37,18.5,20.3,8.1,0.2
1561,2023-02-17 06:00:00,2023-02-17 06:15:00,180.0,106.0,13.1,71.9,48.9,1.49,20.4,20.0,4.7,0.2
1562,2023-02-17 06:15:00,2023-02-17 06:30:00,180.0,106.0,13.0,72.2,49.0,1.52,18.7,20.1,2.7,0.2
1563,2023-02-17 06:30:00,2023-02-17 06:45:00,180.0,106.0,13.8,71.0,49.0,1.71,17.3,20.3,2.9,0.2
1564,2023-02-17 06:45:00,2023-02-17 07:00:00,163.0,115.0,14.6,68.5,48.3,1.73,15.6,20.2,3.4,0.2
1565,2023-02-17 07:00:00,2023-02-17 07:15:00,163.0,115.0,15.1,67.2,48.0,1.76,16.0,20.2,3.9,0.2
1566,2023-02-17 07:15:00,2023-02-17 07:30:00,163.0,115.0,15.0,66.5,47.6,1.79,16.5,20.5,3.9,0.3
1567,2023-02-17 07:30:00,2023-02-17 07:45:00,163.0,115.0,14.7,64.1,46.1,1.82,18.3,19.8,5.3,0.3
1568,2023-02-17 07:45:00,2023-02-17 08:00:00,189.0,152.0,15.4,64.1,46.5,1.9,19.0,18.4,5.8,0.3
1569,2023-02-17 08:00:00,2023-02-17 08:15:00,189.0,152.0,15.7,64.2,46.9,1.92,21.1,17.9,7.7,0.3
1570,2023-02-17 08:15:00,2023-02-17 08:30:00,189.0,152.0,15.9,63.4,46.7,1.91,22.2,18.3,10.7,0.3
1571,2023-02-17 08:30:00,2023-02-17 08:45:00,189.0,152.0,16.6,63.4,47.2,1.9,23.1,17.9,12.7,0.3
1572,2023-02-17 08:45:00,2023-02-17 09:00:00,219.0,210.0,16.2,64.1,47.3,1.79,23.8,19.2,,0.3
1573,2023-02-17 09:00:00,2023-02-17 09:15:00,219.0,210.0,15.2,66.3,47.6,1.82,29.9,19.7,,0.3
1574,2023-02-17 09:15:00,2023-02-17 09:30:00,219.0,210.0,13.0,69.3,47.5,1.83,32.5,20.3,18.4,0.3
1575,2023-02-17 09:30:00,2023-02-17 09:45:00,219.0,210.0,13.3,72.0,49.1,1.73,29.1,19.8,23.8,0.3
1576,2023-02-17 09:45:00,2023-02-17 10:00:00,307.0,172.0,12.7,74.2,49.8,,30.7,21.5,34.5,0.3
1577,2023-02-17 10:00:00,2023-02-17 10:15:00,307.0,172.0,11.8,74.3,49.1,,69.7,21.5,35.0,0.3
1578,2023-02-17 10:15:00,2023-02-17 10:30:00,307.0,172.0,11.1,73.5,48.1,2.43,95.5,20.0,36.6,0.3
1579,2023-02-17 10:30:00,2023-02-17 10:45:00,307.0,172.0,12.2,70.5,47.4,1.31,144.5,18.7,23.4,0.3
1580,2023-02-17 10:45:00,2023-02-17 11:00:00,296.0,102.0,14.2,67.1,47.2,1.32,,19.5,23.4,0.3
1581,2023-02-17 11:00:00,2023-02-17 11:15:00,296.0,102.0,11.7,68.1,45.8,1.31,,21.6,39.6,0.3
1582,2023-02-17 11:15:00,2023-02-17 11:30:00,296.0,102.0,7.2,58.7,37.1,1.31,,22.2,39.9,0.2
1583,2023-02-17 11:30:00,2023-02-17 11:45:00,296.0,102.0,5.9,59.9,36.6,1.29,142.1,23.1,35.9,0.2
1584,2023-02-17 11:45:00,2023-02-17 12:00:00,215.0,93.0,,,,1.27,148.7,,37.6,0.2
1585,2023-02-17 12:00:00,2023-02-17 12:15:00,215.0,93.0,,,,1.16,184.0,,32.9,0.2
1586,2023-02-17 12:15:00,2023-02-17 12:30:00,215.0,93.0,,,,1.65,208.3,25.6,40.1,0.2
1587,2023-02-17 12:30:00,2023-02-17 12:45:00,215.0,93.0,7.0,82.3,49.5,1.69,233.7,20.9,36.5,0.2
1588,2023-02-17 12:45:00,2023-02-17 13:00:00,215.0,82.0,7.8,88.0,53.1,1.68,223.6,20.6,39.7,0.1
1589,2023-02-17 13:00:00,2023-02-17 13:15:00,215.0,82.0,8.3,89.3,54.3,1.69,156.6,19.2,57.1,0.1
1590,2023-02-17 13:15:00,2023-02-17 13:30:00,215.0,82.0,8.8,84.6,52.2,1.68,82.8,18.4,77.5,0.1
1591,2023-02-17 13:30:00,2023-02-17 13:45:00,215.0,82.0,8.1,79.6,48.9,1.69,149.3,17.7,56.7,0.1
1592,2023-02-17 13:45:00,2023-02-17 14:00:00,164.0,70.0,7.1,75.8,46.1,1.67,226.1,17.3,32.1,0.1
1593,2023-02-17 14:00:00,2023-02-17 14:15:00,164.0,70.0,7.5,74.5,45.7,1.66,135.2,17.3,58.6,0.1
1594,2023-02-17 14:15:00,2023-02-17 14:30:00,164.0,70.0,7.2,71.0,43.6,1.65,82.7,17.4,78.7,0.1
1595,2023-02-17 14:30:00,2023-02-17 14:45:00,164.0,70.0,6.3,66.0,40.3,1.65,212.0,17.6,50.5,0.1
1596,2023-02-17 14:45:00,2023-02-17 15:00:00,129.0,64.0,6.8,80.1,48.2,1.48,239.2,17.6,44.1,0.1
1597,2023-02-17 15:00:00,2023-02-17 15:15:00,129.0,64.0,4.7,55.0,33.1,1.43,136.0,20.2,63.7,0.1
1598,2023-02-17 15:15:00,2023-02-17 15:30:00,129.0,64.0,3.4,44.7,26.6,1.44,160.4,20.4,62.4,0.1
1599,2023-02-17 15:30:00,2023-02-17 15:45:00,129.0,64.0,2.8,44.0,25.7,1.55,102.6,19.6,74.6,0.1
1600,2023-02-17 15:45:00,2023-02-17 16:00:00,122.0,61.0,2.7,28.8,17.5,1.58,45.7,20.1,86.4,0.1
1601,2023-02-17 16:00:00,2023-02-17 16:15:00,122.0,61.0,2.7,17.4,11.4,1.58,48.3,18.2,81.1,0.1
1602,2023-02-17 16:15:00,2023-02-17 16:30:00,122.0,61.0,3.5,23.1,15.1,1.59,64.1,16.8,73.8,0.1
1603,2023-02-17 16:30:00,2023-02-17 16:45:00,122.0,61.0,3.9,27.0,17.5,1.61,41.2,16.1,78.1,0.1
1604,2023-02-17 16:45:00,2023-02-17 17:00:00,122.0,54.0,3.9,28.1,18.1,1.69,31.9,15.9,71.2,0.1
1605,2023-02-17 17:00:00,2023-02-17 17:15:00,122.0,54.0,4.6,27.3,18.3,1.75,30.9,15.8,69.9,0.1
1606,2023-02-17 17:15:00,2023-02-17 17:30:00,122.0,54.0,5.0,26.0,17.9,1.81,32.1,15.2,60.3,0.1
1607,2023-02-17 17:30:00,2023-02-17 17:45:00,122.0,54.0,4.9,25.4,17.5,1.89,35.4,15.7,53.0,0.1
1608,2023-02-17 17:45:00,2023-02-17 18:00:00,135.0,80.0,5.7,24.6,17.7,2.06,38.9,15.8,43.0,0.1
1609,2023-02-17 18:00:00,2023-02-17 18:15:00,135.0,80.0,7.3,23.9,18.7,2.11,45.4,15.4,30.9,0.1
1610,2023-02-17 18:15:00,2023-02-17 18:30:00,135.0,80.0,7.3,25.7,19.6,2.2,71.1,15.4,4.5,0.1
1611,2023-02-17 18:30:00,2023-02-17 18:45:00,135.0,80.0,7.8,27.5,20.9,2.43,100.0,15.5,,0.2
1612,2023-02-17 18:45:00,2023-02-17 19:00:00,196.0,221.0,11.4,30.0,25.2,2.87,93.5,15.0,,0.2
1613,2023-02-17 19:00:00,2023-02-17 19:15:00,196.0,221.0,16.5,31.9,30.4,3.18,89.9,14.7,0.1,0.2
1614,2023-02-17 19:15:00,2023-02-17 19:30:00,196.0,221.0,21.5,32.1,34.5,3.22,79.5,15.3,,0.2
1615,2023-02-17 19:30:00,2023-02-17 19:45:00,196.0,221.0,25.2,31.4,37.2,2.84,68.6,15.7,3.6,0.3
1616,2023-02-17 19:45:00,2023-02-17 20:00:00,531.0,262.0,28.8,28.0,38.3,2.21,52.6,16.0,33.9,0.3
1617,2023-02-17 20:00:00,2023-02-17 20:15:00,531.0,262.0,28.0,24.2,35.7,2.1,50.0,16.4,45.9,0.3
1618,2023-02-17 20:15:00,2023-02-17 20:30:00,531.0,262.0,26.8,21.7,33.3,1.98,41.4,16.2,56.4,0.3
1619,2023-02-17 20:30:00,2023-02-17 20:45:00,531.0,262.0,23.7,19.0,29.4,1.94,38.2,16.3,59.1,0.3
1620,2023-02-17 20:45:00,2023-02-17 21:00:00,520.0,110.0,21.6,14.9,25.5,1.91,37.0,16.3,63.2,0.3
